standardized_smiles,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,number_of_profiles
C=CCc1ccc(OCc2ccccc2)c(OC)c1,1,0,1,1,1,0,1,0,5
C=CCc1ccc2c(c1)OCO2,1,0,1,1,1,0,1,0,5
C=CCc1cccc(OC)c1O,1,0,1,1,1,0,1,0,5
C=CCc1ccccc1,0,0,0,0,0,1,1,0,2
C=COCCCCCCCCCC,1,1,1,1,0,0,0,0,4
C=Cc1c(C)cccc1C,1,0,0,0,1,1,1,0,4
C=Cc1cc(OC)c(O)c(OC)c1,1,0,0,0,1,0,1,0,3
C=Cc1ccc(O)c(OC)c1,1,1,1,1,1,0,1,0,6
C=Cc1ccc(O)cc1,1,1,1,1,1,1,1,0,7
C=Cc1ccc(OC)c(OC)c1,0,1,1,1,0,0,0,0,3
C=Cc1ccccc1,1,0,1,1,1,1,1,0,6
C=Cc1ccccc1OC,0,1,1,1,1,1,1,0,6
C=Cc1cncc(CC)n1,1,0,0,0,0,0,0,0,1
C=Cc1ncc(C)nc1C,0,1,0,1,1,0,1,0,4
C=Cc1ncc(C)nc1CC,0,1,0,1,1,0,1,0,4
C=Cc1sc(C)nc1C,1,0,0,1,0,0,0,0,2
C=Cc1scnc1C,1,1,1,1,1,0,1,0,6
CC(=CC#N)CCc1ccccc1,1,1,1,1,0,0,1,0,5
CC(=CC(C)C)C(=O)O,1,1,1,1,0,0,1,1,6
CC(=CC1=C(C)CCCC1(C)C)C(C)O,0,0,1,0,1,1,1,0,4
CC(=CC=O)CCC1CC1(C)C,0,1,1,1,0,0,0,0,3
CC(=CC=O)CCC=C(C)CC(C)C,0,0,1,1,0,1,1,0,4
CC(=CCC(C)C=O)C(C)C,1,1,1,1,0,0,1,0,5
CC(=CCC1CC=C(C)C1(C)C)C(C)O,1,0,1,0,1,0,1,0,4
CC(=CCC1CC=C(C)C1(C)C)CO,1,0,1,1,1,0,1,0,5
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,0,1,1,1,0,0,1,0,4
CC(=Cc1ccccc1)CO,0,0,1,1,1,0,1,0,4
CC(=O)C(=O)C(C)C,1,1,1,1,0,0,0,0,4
CC(=O)C(=O)CC(C)C,1,1,1,1,0,0,1,0,5
CC(=O)C(=O)O,1,1,1,1,1,1,1,0,7
CC(=O)C(=O)OCCC(C)C,1,0,1,1,0,1,1,0,5
CC(=O)C(=O)c1ccccc1,1,1,1,1,1,1,1,0,7
CC(=O)C(=O)c1cccs1,0,0,1,0,1,0,1,0,3
CC(=O)C(C)=C(C)C(C)C(C)(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C(C)=CC1=C(C)CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C(C)=CC1C(C)=CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C(C)=CCC1CC=C(C)C1(C)C,0,0,1,0,1,0,1,0,3
CC(=O)C(C)=Cc1ccccc1,0,0,1,1,0,0,0,0,2
CC(=O)C(C)=O,1,1,1,1,1,1,1,0,7
CC(=O)C(C)C,0,0,0,1,0,0,0,0,1
CC(=O)C(C)O,1,0,1,1,0,0,0,0,3
CC(=O)C(C)S,1,1,1,1,0,1,1,1,7
CC(=O)C(C)Sc1ccoc1C,1,0,1,0,0,0,0,0,2
CC(=O)C(O)CC(C)C,1,0,1,1,0,0,0,0,3
CC(=O)C(O)Cc1ccccc1,1,0,1,1,0,0,0,0,3
CC(=O)C(S)C(C)C,0,0,0,1,0,0,0,0,1
CC(=O)C1(C)CC2(O)OC(C)(C(C)=O)OC2(C)O1,1,0,0,0,0,0,0,0,1
CC(=O)C1(C)CC=C(C)CC1,0,0,1,1,0,0,0,0,2
CC(=O)C1=C(C)OC(C)C1=O,1,0,1,1,0,0,0,0,3
CC(=O)C1=CCCCN1,1,0,0,1,0,0,0,0,2
CC(=O)C1=CCCN1,1,0,1,1,0,0,0,0,3
CC(=O)C1=CSCCN1,1,0,0,1,0,0,0,0,2
CC(=O)C1=NCCC1,1,0,0,1,0,0,0,0,2
CC(=O)C1=NCCCC1,1,0,0,1,0,0,0,0,2
CC(=O)C1=NCCS1,1,1,1,1,1,0,1,1,7
CC(=O)C1C2CCC(C2)C1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C1CC(C)=CC(C)C1C,0,1,1,1,1,0,1,0,5
CC(=O)C1CC2C(C=C1C)C2(C)C,1,1,1,0,1,0,1,0,5
CC(=O)C1CC=C(C)C1(C)C,0,1,1,1,1,0,1,0,5
CC(=O)C1CC=C(C)CC1,1,0,0,0,0,0,0,0,1
CC(=O)C1CC=CCCCC1,0,0,1,1,1,1,1,0,5
CC(=O)C1CCC(C)=CCCC(C)=CCC=C1C,0,0,1,0,1,0,1,0,3
CC(=O)C1CCC2=C(C1)C(C)CC2(C)C,0,1,1,0,1,0,1,0,4
CC(=O)C1CCCC(C)(C)C1,0,0,1,1,1,0,1,0,4
CC(=O)C=C(C)C,1,1,1,1,1,1,1,1,8
CC(=O)C=C(C)CCC=C(C)C,1,1,1,1,0,0,1,0,5
CC(=O)C=CC(C)C,1,0,1,1,0,0,0,0,3
CC(=O)C=CC12OC1(C)CCCC2(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C=CC1=C(C)C(=O)CCC1(C)C,0,0,1,0,1,0,1,0,3
CC(=O)C=CC1=C(C)CCC(C)C1(C)C,0,1,1,1,1,0,1,0,5
CC(=O)C=CC1=C(C)CCCC1(C)C,1,1,1,1,1,0,1,0,6
CC(=O)C=CC1C(C)=CCC(C)C1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C=CC1C(C)=CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)C=CC1C(C)C=C(C)CC1C,0,0,1,0,1,0,1,0,3
CC(=O)C=CC=C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)C=CC=C(C)CCC=C(C)C,1,1,1,1,0,0,1,0,5
CC(=O)C=CCC(C)C,1,1,1,1,1,0,1,0,6
CC(=O)C=CCCC(C)C,1,1,1,1,1,1,1,1,8
CC(=O)C=Cc1ccccc1,1,0,1,1,1,0,1,0,5
CC(=O)C=Cc1ccco1,1,0,1,1,0,0,1,0,4
CC(=O)C=O,1,1,1,1,0,1,1,0,6
CC(=O)CC(=O)OCC(C)C,1,0,1,1,0,0,0,0,3
CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)CC(=O)OCCC(C)C,1,1,1,1,0,1,1,0,6
CC(=O)CC(=O)OCc1ccccc1,0,0,1,1,0,0,0,0,2
CC(=O)CC(=O)c1ccccc1,0,1,1,1,1,0,1,0,5
CC(=O)CC(C)(C)C1CCCCC1,0,0,1,1,1,0,1,0,4
CC(=O)CC(C)(C)S,1,1,1,1,0,1,1,1,7
CC(=O)CC(C)(C)c1ccccc1,1,1,1,1,0,0,0,0,4
CC(=O)CC(C)C,1,1,1,1,1,1,1,0,7
CC(=O)CC(C)S,1,1,0,1,0,0,1,0,4
CC(=O)CC(C)SCc1ccco1,1,0,0,0,0,0,0,0,1
CC(=O)CCC(=O)O,1,1,1,1,1,1,1,0,7
CC(=O)CCC(=O)OCCC(C)C,1,0,0,1,0,1,1,0,4
CC(=O)CCC1=C(C)C=CCC1(C)C,0,0,1,0,0,0,0,0,1
CC(=O)CCC1=C(C)CCCC1(C)C,1,1,1,1,1,0,1,0,6
CC(=O)CCC1C(C)=CCCC1(C)C,0,1,1,1,1,0,1,0,5
CC(=O)CCC=C(C)C,1,1,1,1,1,1,1,1,8
CC(=O)CCC=C(C)CCC=C(C)C,1,1,1,1,1,1,1,0,7
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)C,1,0,1,1,0,1,1,0,5
CC(=O)CCCC(C)C,0,0,0,1,0,0,0,0,1
CC(=O)CCCC(C)CCC=C(C)C,0,1,1,1,1,0,1,0,5
CC(=O)CCCC(C)CCCC(C)C,0,1,0,1,1,0,1,0,4
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,1,1,1,0,1,0,1,0,5
CC(=O)CCCc1ccccc1,1,0,1,1,0,0,0,0,3
CC(=O)CCS,1,0,1,1,0,1,1,1,6
CC(=O)CCSCCC(C)=O,1,1,1,1,0,0,0,0,4
CC(=O)CCc1ccc(C)cc1,0,0,1,1,0,0,0,0,2
CC(=O)CCc1ccc(O)cc1,0,0,1,1,1,0,1,0,4
CC(=O)CCc1ccc(OC(C)=O)cc1,0,0,0,1,0,0,0,0,1
CC(=O)CCc1ccc2c(c1)OCO2,1,0,1,1,0,0,0,0,3
CC(=O)CCc1ccccc1,0,0,1,0,0,0,1,0,2
CC(=O)CCc1ccco1,1,0,0,1,0,0,0,0,2
CC(=O)CO,1,1,1,1,0,1,1,0,6
CC(=O)COC(C)=O,1,0,1,1,0,0,0,0,3
CC(=O)Cc1ccco1,1,0,1,1,1,0,1,0,5
CC(=O)N1C=CCC1,1,0,0,0,0,0,0,0,1
CC(=O)O,0,1,0,1,0,0,1,0,3
CC(=O)OC(C)(C)C1CC=C(C)CC1,1,1,1,1,1,0,1,0,6
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,1,1,1,1,1,0,1,0,6
CC(=O)OC(C)(C)C1CCC(C)CC1,0,1,1,1,1,0,1,0,5
CC(=O)OC(C)(C)CCc1ccccc1,0,1,1,1,0,0,1,0,4
CC(=O)OC(C)(C)Cc1ccccc1,0,1,1,1,0,0,0,0,3
CC(=O)OC(C)=O,0,1,0,1,0,0,1,0,3
CC(=O)OC(C)C,0,0,1,1,0,1,1,0,4
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)OC(C)C(C)=O,1,1,1,1,0,1,1,0,6
CC(=O)OC(C)C(C)CC1C(C)CCCC1(C)C,0,0,1,0,1,0,1,0,3
CC(=O)OC(C)C1CCCC(C)(C)C1,0,0,1,1,0,0,1,0,3
CC(=O)OC(C)C=C(C)CCC=C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)OC(C)C=CC1C(C)=CCCC1(C)C,0,0,1,1,1,0,1,0,4
CC(=O)OC(C)CC(C)(C)c1ccccc1,1,1,1,1,1,0,1,0,6
CC(=O)OC(C)CC(C)C,0,0,1,1,0,0,0,0,2
CC(=O)OC(C)CCC1C(C)CCCC1(C)C,0,0,1,1,0,0,0,0,2
CC(=O)OC(C)CCC=C(C)CCC=C(C)C,1,1,1,1,0,0,0,0,4
CC(=O)OC(C)CCc1ccccc1,0,1,1,1,0,0,0,0,3
CC(=O)OC(C)c1ccccc1,1,1,1,1,1,0,1,0,6
CC(=O)OC(CC(C)C)CC(C)C,1,0,1,1,1,0,1,0,5
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,0,0,1,0,0,0,1,0,2
CC(=O)OC1(C(C)=O)CCCCC1,1,0,1,1,0,0,0,0,3
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,0,1,1,0,1,0,1,0,4
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,0,1,1,1,1,0,1,0,5
CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,1,1,1,1,1,0,1,0,6
CC(=O)OC1=C(C)OC(C)C1=O,1,1,1,1,0,0,0,0,4
CC(=O)OC1=CCC2C3CCC(C3)C12,1,1,1,1,1,0,1,0,6
CC(=O)OC1C2(C)CCC(C2)C1(C)C,0,1,1,1,1,0,1,0,5
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,0,1,1,1,1,0,1,0,5
CC(=O)OC1C=C(C)C2CC1C2(C)C,1,0,0,0,0,0,0,0,1
CC(=O)OC1CC(C)CC(C)(C)C1,1,1,1,1,1,0,1,0,6
CC(=O)OC1CC(C)CCC1C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OC1CC2CC1C1C=CCC21,0,1,1,1,1,0,1,0,5
CC(=O)OC1CC2CC1C1CC=CC21,0,1,1,1,1,0,1,0,5
CC(=O)OC1CC2CC1C1CCCC21,1,1,1,1,1,0,1,0,6
CC(=O)OC1CC2CCC1(C)C2(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OC1CC2CCC1(C)OC2(C)C,0,1,1,1,1,0,1,0,5
CC(=O)OC1CCC(C(C)(C)C)CC1,1,1,1,1,1,0,1,0,6
CC(=O)OC1CCC(C)CC1C(C)(C)C,0,0,1,1,0,0,0,0,2
CC(=O)OC1CCC2CCCCC2C1,0,0,1,1,1,0,1,0,4
CC(=O)OC1CCCC(C(C)(C)C)C1,0,1,1,1,1,0,1,0,5
CC(=O)OC1CCCCC1,1,1,1,1,1,1,1,0,7
CC(=O)OC1CCCCC1C(C)(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OC1CCCCCCCCCCC1,1,1,1,1,1,0,1,0,6
CC(=O)OC=C(C)c1ccccc1,1,0,1,1,0,0,0,0,3
CC(=O)OC=Cc1ccccc1,1,0,1,1,0,0,0,0,3
CC(=O)OCC(=CCC(C)C)C(C)C,0,1,1,1,1,0,1,0,5
CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31C,0,0,1,0,1,0,1,0,3
CC(=O)OCC(C)C,0,0,1,1,0,1,1,0,4
CC(=O)OCC(C)C1CC=C(C)CC1,1,0,1,1,1,0,1,0,5
CC(=O)OCC(C)OC(C)=O,0,0,1,1,0,1,1,0,4
CC(=O)OCC(C)c1ccccc1,0,1,1,1,1,0,1,0,5
CC(=O)OCC(COC(C)=O)OC(C)=O,1,1,1,1,0,0,1,0,5
CC(=O)OCC(O)COC(C)=O,0,0,0,0,0,1,1,0,2
CC(=O)OCC(OC(C)=O)c1ccccc1,1,0,1,0,1,0,1,0,4
CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C,0,1,1,1,1,0,1,0,5
CC(=O)OCC1=CCC2CC1C2(C)C,0,1,1,1,1,0,1,0,5
CC(=O)OCC1CC(C)=CC(C)C1,0,1,1,1,0,0,0,0,3
CC(=O)OCC1CCC(C)CC1C,0,1,1,1,1,0,1,0,5
CC(=O)OCC1CCC2C3CCC(C3)C12,0,0,1,1,1,0,1,0,4
CC(=O)OCC1CCC=C(CCC=C(C)C)C1,0,1,1,1,0,0,0,0,3
CC(=O)OCC1CCCO1,1,1,1,1,0,1,1,0,6
CC(=O)OCC=C(C)C,0,1,1,1,0,0,1,0,4
CC(=O)OCC=C(C)CCC=C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,1,1,1,1,0,0,0,0,4
CC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C,0,0,1,1,0,0,1,0,3
CC(=O)OCC=Cc1ccccc1,1,0,1,1,0,0,1,0,4
CC(=O)OCCC(C)(C)S,1,1,1,1,0,1,1,1,7
CC(=O)OCCC(C)C,1,0,1,1,1,1,1,0,6
CC(=O)OCCC(C)CC(C)(C)C,1,0,1,1,1,0,1,0,5
CC(=O)OCCC(C)CCC=C(C)C,1,1,1,1,1,1,1,0,7
CC(=O)OCCC(C)CCCC(C)C,1,1,1,1,0,0,0,0,4
CC(=O)OCCC(C)S,0,0,0,1,0,0,0,0,1
CC(=O)OCCC1=CCC2CC1C2(C)C,0,1,1,1,1,1,1,0,6
CC(=O)OCCC1CC=C(C)C1(C)C,0,1,1,1,1,0,1,0,5
CC(=O)OCCC1CCCCC1,1,1,1,1,1,1,1,0,7
CC(=O)OCCCC1CCCCC1,0,0,1,1,0,1,1,0,4
CC(=O)OCCCCC(C)C,0,0,1,1,0,0,0,0,2
CC(=O)OCCCCCC(C)C,0,0,1,1,0,0,1,0,3
CC(=O)OCCCCCCC(C)C,1,0,1,1,1,0,1,0,5
CC(=O)OCCCCCCCC(C)C,1,1,1,1,1,0,1,0,6
CC(=O)OCCCc1ccccc1,1,0,1,1,1,0,1,0,5
CC(=O)OCCOC(C)=O,0,1,1,1,0,1,1,0,5
CC(=O)OCCOc1ccc(C)cc1,0,0,1,1,0,0,1,0,3
CC(=O)OCCOc1ccccc1,0,0,1,1,0,0,0,0,2
CC(=O)OCCc1ccccc1,1,1,1,1,1,0,1,1,7
CC(=O)OCCc1scnc1C,1,1,0,1,0,0,0,0,3
CC(=O)OCc1ccc(C(C)C)cc1,0,1,1,1,1,0,1,0,5
CC(=O)OCc1ccc(C)cc1,1,1,1,1,1,0,1,0,6
CC(=O)OCc1ccc2c(c1)OCO2,0,1,1,1,1,0,1,0,5
CC(=O)OCc1ccccc1,1,1,1,1,0,0,0,0,4
CC(=O)OCc1ccco1,1,0,1,1,0,0,0,0,3
CC(=O)Oc1c(C)occc1=O,0,0,1,1,0,0,0,0,2
CC(=O)Oc1ccc(C)cc1,1,0,1,1,1,0,1,0,5
CC(=O)Oc1cccc(C)c1,0,1,1,1,1,0,1,0,5
CC(=O)Oc1ccccc1,0,1,1,1,1,0,1,0,5
CC(=O)Oc1ccccc1C,0,0,1,1,0,1,1,0,4
CC(=O)S,1,1,1,1,1,1,1,1,8
CC(=O)SC1CCOC1C,1,0,1,1,0,1,1,1,6
CC(=O)SCc1ccco1,1,1,1,1,0,1,1,1,7
CC(=O)Sc1cc(C)oc1C,0,0,1,1,0,0,0,0,2
CC(=O)Sc1ccoc1C,1,1,1,1,0,1,1,1,7
CC(=O)[n+]1cc(C)nc(C)c1,1,0,1,1,0,0,0,0,3
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,1,1,0,1,0,1,0,4
CC(=O)c1c(C)cc(C(C)(C)C)cc1C,0,1,1,0,1,0,1,0,4
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,1,0,1,0,1,0,1,0,4
CC(=O)c1cc(C(C)C)ccn1,0,1,1,1,1,0,1,0,5
CC(=O)c1cc(C)ccc1O,0,0,1,1,1,0,1,0,4
CC(=O)c1cc(C)oc1C,1,1,1,1,1,0,1,0,6
CC(=O)c1cc(C)sc1C,1,1,0,1,0,0,0,0,3
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,0,0,1,1,1,0,1,0,4
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,1,1,1,1,1,0,1,0,6
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0,0,1,1,1,1,1,0,5
CC(=O)c1cc2ccccc2o1,1,1,1,1,0,1,1,1,7
CC(=O)c1ccc(C(C)C)cc1,1,0,1,0,1,0,1,0,4
CC(=O)c1ccc(C)[nH]1,1,1,0,1,1,0,1,0,5
CC(=O)c1ccc(C)cc1,1,0,1,1,1,1,1,0,6
CC(=O)c1ccc(C)cc1C,1,0,1,1,1,0,1,0,5
CC(=O)c1ccc(C)o1,1,1,1,1,1,0,1,0,6
CC(=O)c1ccc(C)s1,1,0,1,1,0,0,0,0,3
CC(=O)c1ccc(Cl)cc1,0,0,1,1,1,0,0,0,3
CC(=O)c1ccc(O)cc1,1,0,1,1,0,0,1,0,4
CC(=O)c1ccc2c(c1)C(C)(C)C(C)C2(C)C,0,0,0,0,0,0,1,0,1
CC(=O)c1ccc2c(c1)CCCC2,0,1,1,1,0,0,1,0,4
CC(=O)c1ccc2ccccc2c1,1,1,1,1,0,0,0,0,4
CC(=O)c1ccc2n1CCC2,1,0,1,1,1,1,1,0,6
CC(=O)c1ccc[nH]1,1,1,1,1,1,0,1,0,6
CC(=O)c1cccc2ccccc12,0,1,1,1,0,0,0,0,3
CC(=O)c1ccccc1,1,1,1,1,1,1,1,0,7
CC(=O)c1ccccc1C,1,1,1,1,1,0,1,0,6
CC(=O)c1ccccc1N,1,0,1,1,0,0,0,0,3
CC(=O)c1ccccc1O,1,1,1,1,1,0,1,0,6
CC(=O)c1ccccn1,1,1,1,1,1,0,1,0,6
CC(=O)c1cccn1C,0,1,0,1,1,0,1,0,4
CC(=O)c1cccnc1,1,1,1,1,1,0,1,0,6
CC(=O)c1ccco1,1,1,1,1,1,1,1,1,8
CC(=O)c1cccs1,1,0,1,1,0,1,1,1,6
CC(=O)c1ccnc(C)n1,1,1,0,1,0,0,0,0,3
CC(=O)c1ccncc1,1,1,0,1,0,0,0,0,3
CC(=O)c1cnc(C)c(C)n1,1,1,1,1,1,0,1,0,6
CC(=O)c1cnc(C)cn1,1,0,0,1,0,0,0,0,2
CC(=O)c1cnc(C)o1,0,0,0,1,0,0,0,0,1
CC(=O)c1cncc(C)n1,1,0,0,0,0,0,0,0,1
CC(=O)c1cnccn1,1,1,1,1,1,0,1,0,6
CC(=O)c1nc(C)cnc1C,1,0,1,1,0,0,0,0,3
CC(=O)c1nc(C)cs1,1,0,0,0,0,0,0,0,1
CC(=O)c1ncc(C)nc1C,1,0,1,1,0,0,0,0,3
CC(=O)c1nccnc1C,1,0,1,1,0,0,0,0,3
CC(=O)c1ncco1,1,0,0,1,0,0,0,0,2
CC(=O)c1nccs1,1,1,1,1,0,1,1,1,7
CC(=O)c1oc(C)cc1C,0,0,1,1,0,0,1,0,3
CC(=O)c1oc2ccccc2c1C,0,1,1,0,0,0,0,0,2
CC(=O)c1occc1O,1,1,1,1,0,0,0,0,4
CC(=O)c1sc(C)cc1O,1,1,0,0,0,0,0,0,2
CC(=O)c1sc(C)nc1C,1,1,1,1,1,1,1,1,8
CC(=O)c1sccc1C,1,0,1,1,1,0,1,0,5
CC(=O)c1scnc1C,1,0,1,1,0,1,1,1,6
CC(C)(C)C(=O)OCCc1ccccc1,1,0,1,1,0,0,0,0,3
CC(C)(C)C(=O)OCc1ccccc1,0,0,1,0,1,0,1,0,3
CC(C)(C)C1CCC(=O)CC1,1,0,1,1,1,0,1,0,5
CC(C)(C)C1CCC(C=O)CC1,0,0,1,0,1,0,1,0,3
CC(C)(C)C1CCC(O)CC1,1,1,1,1,1,0,1,0,6
CC(C)(C)C1CCC2(CC1)OCCO2,0,0,1,1,1,0,1,0,4
CC(C)(C)C1CCC2(CCC(=O)O2)CC1,0,1,1,1,1,1,1,1,7
CC(C)(C)C1CCCCC1=O,0,0,1,1,1,0,1,0,4
CC(C)(C)C1CCCCC1O,0,0,1,1,1,0,1,0,4
CC(C)(C)O,0,0,0,1,0,0,0,0,1
CC(C)(C)S,1,1,1,1,0,1,1,1,7
CC(C)(C)c1ccc(CCC=O)cc1,1,1,1,1,0,0,0,0,4
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0,0,0,0,1,0,1,0,2
CC(C)(C)c1ccc(O)cc1,1,0,0,1,1,0,0,0,3
CC(C)(C)c1cccc(CCC=O)c1,1,0,1,1,1,1,1,1,7
CC(C)(C)c1cccc2ncccc12,1,1,0,1,1,0,1,0,5
CC(C)(C)c1cnccn1,1,1,1,1,0,0,0,0,4
CC(C)(C=O)COCc1ccccc1,1,1,1,1,0,1,1,0,6
CC(C)(C=O)Cc1ccccc1,1,1,1,0,0,0,0,0,3
CC(C)(Cc1ccccc1)OC=O,0,1,1,1,1,0,1,0,5
CC(C)(O)C(C)(C)O,1,1,1,1,1,0,1,0,6
CC(C)(O)CCC1CCCCC1,1,0,1,0,0,0,0,0,2
CC(C)(O)CCCC1=CCC(C=O)CC1,1,0,1,0,1,0,1,0,4
CC(C)(O)CCc1ccccc1,0,1,1,1,0,1,1,0,5
CC(C)(O)Cc1ccccc1,1,1,1,1,0,0,0,0,4
CC(C)(O)c1ccccc1,0,1,1,1,1,0,1,0,5
CC(C)(S)CC=O,1,0,0,0,0,0,0,0,1
CC(C)(S)CCO,1,0,1,1,0,0,0,0,3
CC(C)(S)CCOC=O,1,0,1,1,0,1,1,1,6
CC(C)=C(C)C(=O)OCc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C)=C1CCC(C)(O)CC1,0,0,1,1,1,0,1,0,4
CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,1,1,1,1,1,0,1,0,6
CC(C)=C1CCC(C)CC1=O,1,1,1,1,1,1,1,1,8
CC(C)=C1CCC2(C)OC2C1=O,0,0,1,1,1,0,1,0,4
CC(C)=CC(=O)O,1,1,1,1,1,0,1,0,6
CC(C)=CC(=O)OC(C)C,1,1,1,1,0,0,0,0,4
CC(C)=CC(=O)OCCc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C)=CC(=O)SC(C)C,1,1,1,1,1,1,1,1,8
CC(C)=CC1CC(C)=CCO1,1,1,1,1,1,0,1,0,6
CC(C)=CC1CC(C)CCO1,1,1,1,1,1,0,1,0,6
CC(C)=CC=O,1,1,1,1,0,0,1,0,5
CC(C)=CCC(C)(C)C(=O)C(C)C,0,1,1,1,1,0,1,0,5
CC(C)=CCC1CCCC1=O,0,0,1,0,0,0,0,0,1
CC(C)=CCC=C(C)C1CC=C(C)CC1,1,0,1,0,0,0,1,0,3
CC(C)=CCC=C(C)CC=O,0,1,1,1,0,0,0,0,3
CC(C)=CCC=C(C)CCO,0,0,1,0,0,0,0,0,1
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)(O)C1CO1,0,1,1,1,1,0,1,0,5
CC(C)=CCCC(C)=C1CC=C(C)CC1,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)=CC#N,1,1,1,1,0,1,1,0,6
CC(C)=CCCC(C)=CC(=O)O,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)=CC(=O)OCCC(C)C,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)=CC(C)(C)O,0,1,1,1,1,0,1,0,5
CC(C)=CCCC(C)=CC(C)O,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)=CC1OCC(C)O1,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)=CC1OCCO1,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,0,0,0,0,1,0,1,0,2
CC(C)=CCCC(C)=CC=O,1,1,1,1,1,0,1,0,6
CC(C)=CCCC(C)=CCC1CCCC1=O,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)=CCCC(C)=CC=O,0,0,1,1,0,0,0,0,2
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,0,0,1,0,0,0,0,0,1
CC(C)=CCCC(C)=CCCC(C)=CCO,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)=CCCC(C)C=O,1,1,1,1,0,1,1,0,6
CC(C)=CCCC(C)=CCCC(C)CC=O,1,1,1,1,0,0,0,0,4
CC(C)=CCCC(C)=CCCC(C)CCO,0,1,1,1,0,0,0,0,3
CC(C)=CCCC(C)=CCCC(C)CO,0,0,0,1,0,1,1,0,3
CC(C)=CCCC(C)=CCCC=O,1,1,1,1,0,1,1,0,6
CC(C)=CCCC(C)=CCCc1ccncc1,1,1,1,1,0,0,0,0,4
CC(C)=CCCC(C)=CCNC(=O)C1CC1,1,1,0,0,0,0,0,0,2
CC(C)=CCCC(C)=CCO,1,1,1,1,0,0,1,0,5
CC(C)=CCCC(C)=CCOC(=O)C(C)=C(C)C,1,0,1,1,1,0,1,0,5
CC(C)=CCCC(C)=CCOC(=O)C(C)C,0,1,1,1,0,1,1,0,5
CC(C)=CCCC(C)=CCOC(=O)C=Cc1ccccc1,0,0,1,0,1,0,1,0,3
CC(C)=CCCC(C)=CCOC(=O)CC(C)C,1,1,1,1,1,0,1,1,7
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,1,0,1,1,1,0,1,0,5
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,0,0,1,1,1,0,1,1,5
