standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36
CCOC(=O)CC(C)CCC=C(C)C,26728-44-9,4P///wAEAAATAAAAAAJ0tQE0PCoQsk0ABBx8qBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [4, 0]], ""193992059"": [[8, 2]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1]], ""614176451"": [[11, 1]], ""1051266860"": [[2, 2]], ""1334000966"": [[5, 2]], ""2110141918"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""2794852651"": [[10, 2]], ""3205495869"": [[0, 1], [7, 1], [12, 1], [13, 1]], ""3205496824"": [[4, 1]], ""3210382965"": [[11, 2]], ""3766532888"": [[5, 1], [8, 1], [9, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[10, 1]], ""3768571706"": [[2, 1]], ""4203102565"": [[9, 2]]}",Floral,Spices,Food,Lemon,Sweet,Fruity,Nature,Earthy,Dry,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)O,5405-41-4,4P///wAEAAAQAAAAAAIAcm0CDEa1AUhWqBoKGvUAAAw=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [4, 0]], ""3"": [[8, 0]], ""614173298"": [[3, 1]], ""614176407"": [[6, 1]], ""1051266860"": [[2, 2]], ""1334000985"": [[5, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[4, 1]], ""3205496825"": [[8, 1]], ""3367842144"": [[6, 2]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fruity,Waxy,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)S,156472-94-5,4P///wAEAAAQAAAAAAIAcm0CDEa1AUhWqBoKGvUAAAw=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [4, 0]], ""3"": [[8, 0]], ""614173298"": [[3, 1]], ""614176407"": [[6, 1]], ""1051266860"": [[2, 2]], ""1334000985"": [[5, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[4, 1]], ""3205496825"": [[8, 1]], ""3367842144"": [[6, 2]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Lemon,Pungent,Sharp,Sweet,Sulp,Septic,Cabbage,Marshy,Sulphur,Chemical,Sickening,Bakery,Nature,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)SC,233665-96-8,4P///wAEAAAQAAAAAAJ0FQD4hrUBLlAeqBoKGkkAVA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0]], ""2"": [[2, 0], [4, 0], [8, 0]], ""614173298"": [[3, 1]], ""614176394"": [[6, 1]], ""1051266860"": [[2, 2]], ""1334000960"": [[5, 2]], ""2121762765"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496003"": [[9, 1]], ""3205496824"": [[4, 1]], ""3676411571"": [[8, 2]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [8, 1]]}",Food,Pungent,Sharp,Non-citrus fruity,Nature,Earthy,Hydrocar,Sweet,Fruity,Marshy,Sickening,Fragrant,Mol,Waxy,Chemical,Resinous,Musty,Dairy,Septic,Cabbage,Sulphur,Sulp,Woody,,,,,,,,,,,,,
CCOC(=O)CC(C)SCC,90201-28-8,4P///wAEAAAPAAAAAAIuRAkChrUBLnCoGgoaSQBUDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0], [8, 0]], ""614173298"": [[3, 1]], ""614176394"": [[6, 1]], ""1051266860"": [[2, 2]], ""1053841434"": [[8, 2]], ""1334000960"": [[5, 2]], ""2121762765"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2], [9, 2]], ""3205495869"": [[0, 1], [7, 1], [10, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [9, 1]], ""3768571706"": [[2, 1], [8, 1]]}",Sweet,Fruity,Metallic,Nature,Nose Feel,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,77-93-0,4P///wAEAAARAAAAAAIAchkD0mqaoKgKDgoaiu4ADA==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [8, 0], [9, 0], [12, 0], [13, 0], [14, 0], [17, 0], [18, 0]], ""2"": [[2, 0], [4, 0], [10, 0], [11, 0], [15, 0], [16, 0]], ""3"": [[7, 0]], ""614173298"": [[3, 1], [9, 1], [14, 1]], ""684303908"": [[5, 2], [8, 2]], ""1051266860"": [[2, 2], [11, 2], [16, 2]], ""2123333315"": [[3, 2], [9, 2]], ""2558574980"": [[1, 2], [12, 2], [17, 2]], ""3205495869"": [[0, 1], [13, 1], [18, 1]], ""3205496824"": [[4, 1], [10, 1], [15, 1]], ""3205496825"": [[7, 1]], ""3208849902"": [[6, 1]], ""3272655646"": [[6, 2]], ""3766532888"": [[5, 1], [8, 1]], ""3766532902"": [[1, 1], [12, 1], [17, 1]], ""3768571706"": [[2, 1], [11, 1], [16, 1]], ""4165550976"": [[14, 2]]}",Sweet,Fruity,Beverage,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)C(=O)OCC,7554--12-3,4P///wAEAAARAAAAAAIAch4tAlACtQFIVqgaChr1AAAM,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [8, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [4, 0], [9, 0], [10, 0]], ""3"": [[7, 0]], ""324160898"": [[8, 2]], ""614173298"": [[3, 1], [8, 1]], ""614176407"": [[6, 1]], ""1051266860"": [[2, 2], [10, 2]], ""1334000985"": [[5, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2], [11, 2]], ""2945273933"": [[6, 2]], ""3205495869"": [[0, 1], [12, 1]], ""3205496824"": [[4, 1], [9, 1]], ""3205496825"": [[7, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [11, 1]], ""3768571706"": [[2, 1], [10, 1]]}",Aromatic,Sweet,Vegetation,Fruity,Caramel,Beverage,Nature,Resinous,Brown,Herbaceous,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)c1ccccc1,5764-85-2,4P///wAEAAAWAAAAAAIAAG4AGQNOzkg4NqCoGgoaVPYoAgAM,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""3"": [[7, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""594405804"": [[8, 1]], ""614173298"": [[3, 1]], ""614173686"": [[6, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1333838908"": [[5, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""2585159225"": [[6, 2]], ""2617353061"": [[8, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3205496825"": [[7, 1]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Sweet,People & animals,Fruity,Non-citrus fruity,Non-food items,Nature,Grassy,Herbaceous,Dry,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1(C)OCC(C)O1,6290-17-1,4P///wAEAAATAAAAAAJ0JMg5AeTYGi42LggQlhoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[2, 0], [4, 0], [8, 0], [12, 0]], ""174871244"": [[9, 2]], ""614173298"": [[3, 1]], ""614176394"": [[10, 1]], ""684260006"": [[5, 2]], ""1051266860"": [[2, 2]], ""2121767614"": [[10, 2]], ""2123333315"": [[3, 2]], ""2278437045"": [[8, 2]], ""2558574980"": [[1, 2]], ""3063427575"": [[6, 2]], ""3205495869"": [[0, 1], [7, 1], [11, 1]], ""3205496824"": [[4, 1]], ""3208861284"": [[6, 1]], ""3684027472"": [[12, 2]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [9, 1]], ""3768571706"": [[2, 1], [8, 1], [12, 1]]}",Spices,Sweet,Fresh,Fruity,Non-citrus fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1(C)OCCO1,6413-10--1,4P///wAEAAAQAAAAAAJ07jkB5NgaZgA2qBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0], [8, 0], [11, 0]], ""614173298"": [[3, 1]], ""684260006"": [[5, 2]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2278437045"": [[8, 2], [11, 2]], ""2558574980"": [[1, 2]], ""3063427575"": [[6, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[4, 1]], ""3208861284"": [[6, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [9, 1], [10, 1]], ""3768571706"": [[2, 1], [8, 1], [11, 1]], ""4196918951"": [[9, 2], [10, 2]]}",Sweet,Fruity,Green,Nature,Resinous,Grassy,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1C=CCC1,15848-49-4,4P///wAEAAASAAAAAAJ0qgUAYDwqELUBInyoGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0]], ""193992059"": [[10, 2]], ""195736378"": [[7, 2]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1]], ""1051266860"": [[2, 2]], ""1334000966"": [[5, 2]], ""2123333315"": [[3, 2]], ""2309065875"": [[6, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1], [9, 1], [10, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[7, 1], [8, 1]], ""3768571706"": [[2, 1]], ""4203102565"": [[9, 2]], ""4203358485"": [[8, 2]]}",Sweet,Fruity,Non-citrus fruity,Nature,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(=O)OCC,123-25-1,4P///wAEAAAMAAAAAAJ0GQOqXQCgqBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [10, 0], [11, 0]], ""2"": [[2, 0], [4, 0], [8, 0], [9, 0]], ""193923546"": [[5, 2], [6, 2]], ""614173298"": [[3, 1], [7, 1]], ""1051266860"": [[2, 2], [9, 2]], ""2123333315"": [[3, 2], [7, 2]], ""2558574980"": [[1, 2], [10, 2]], ""3205495869"": [[0, 1], [11, 1]], ""3205496824"": [[4, 1], [8, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1], [10, 1]], ""3768571706"": [[2, 1], [9, 1]]}",Pungent,Sharp,Nature,Earthy,Microbiological,Chocolate,Sweet,Fruity,Cooked,Fragrant,Floral,Mol,Waxy,Resinous,Dry fruit,Musty,Caramel,Beverage,Woody,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(C)=O,539-88-8,4P///wAEAAAPAAAAAAJ0mQAdAC6qXQCgCpwaChr1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [9, 0]], ""193923546"": [[5, 2]], ""193987812"": [[6, 2]], ""614173298"": [[3, 1]], ""614176457"": [[7, 1]], ""1051266860"": [[2, 2]], ""1699286380"": [[7, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1]], ""3205496824"": [[4, 1], [9, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Floral,Sweet,Fruity,Caramel,Other,Non-citrus fruity,Chemical,Green,Nature,Hydrocar,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(C)C,25415-67-2,4P///wAEAAAPAAAAAAJ09QIQql0AInyiBBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[2, 0], [4, 0]], ""193923546"": [[5, 2]], ""193992059"": [[6, 2]], ""614173298"": [[3, 1]], ""614176388"": [[7, 1]], ""894540565"": [[7, 2]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1], [9, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Nature,Sweet,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(O)C(=O)OCC,69134-53-8,4P///wAEAAASAAAAAAIAch7RAgKqsHxIVqgaChr1AAAM,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [4, 0], [10, 0], [11, 0]], ""3"": [[8, 0]], ""193923546"": [[5, 2]], ""193992243"": [[6, 2]], ""324160898"": [[9, 2]], ""614173298"": [[3, 1], [9, 1]], ""614176407"": [[7, 1]], ""1051266860"": [[2, 2], [11, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2], [12, 2]], ""2945273933"": [[7, 2]], ""3205495869"": [[0, 1], [13, 1]], ""3205496824"": [[4, 1], [10, 1]], ""3205496825"": [[8, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1], [12, 1]], ""3768571706"": [[2, 1], [11, 1]]}",Caramel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC1(C)OCC(C)O1,5413-49-0,4P///wAEAAAUAAAAAAJ0JMh1AGCqONgaLmYIEJYaChr1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [4, 0], [9, 0], [13, 0]], ""174871244"": [[10, 2]], ""193923546"": [[5, 2]], ""614173298"": [[3, 1]], ""614176394"": [[11, 1]], ""1051266860"": [[2, 2]], ""2121767614"": [[11, 2]], ""2123333315"": [[3, 2]], ""2278437045"": [[9, 2]], ""2395733331"": [[6, 2]], ""2558574980"": [[1, 2]], ""3063427575"": [[7, 2]], ""3205495869"": [[0, 1], [8, 1], [12, 1]], ""3205496824"": [[4, 1]], ""3208861284"": [[7, 1]], ""3684027472"": [[13, 2]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1], [10, 1]], ""3768571706"": [[2, 1], [9, 1], [13, 1]]}",Non-food items,Caramel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC1CCCCC1,10094-36-7,4P///wAEAAAQAAAAAAJ0aQCJABCWEl0AInyoGgoa9QAO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [4, 0]], ""193923546"": [[5, 2]], ""193992059"": [[6, 2], [8, 2], [12, 2]], ""614173298"": [[3, 1]], ""614176388"": [[7, 1]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2309075160"": [[7, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]], ""4203103696"": [[9, 2], [10, 2], [11, 2]]}",Sweet,Fruity,Non-citrus fruity,Nature,Other,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCCCCCC(=O)OCC,110-40-7,4P///wAEAAANAAAAAAJ0GQOWEl0AoKgaChr1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [16, 0], [17, 0]], ""2"": [[2, 0], [4, 0], [14, 0], [15, 0]], ""193923546"": [[5, 2], [12, 2]], ""614173298"": [[3, 1], [13, 1]], ""1051266860"": [[2, 2], [15, 2]], ""2123333315"": [[3, 2], [13, 2]], ""2558574980"": [[1, 2], [16, 2]], ""3205495869"": [[0, 1], [17, 1]], ""3205496824"": [[4, 1], [14, 1]], ""3766532888"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766532902"": [[1, 1], [16, 1]], ""3768571706"": [[2, 1], [15, 1]], ""4203103696"": [[6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2]]}",Sweet,Fruity,Beverage,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCCOC(C)=O,104986-28-9,4P///wAEAAAQAAAAAAJ0GQOWEowIlqCoGgoaFQBuDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [4, 0], [10, 0], [13, 0]], ""193923546"": [[5, 2]], ""614173298"": [[3, 1], [11, 1]], ""1051266860"": [[2, 2], [10, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [12, 1]], ""3205496824"": [[4, 1], [13, 1]], ""3515543488"": [[11, 2]], ""3766532888"": [[5, 1], [6, 1], [7, 1], [8, 1]], ""3766532902"": [[1, 1], [9, 1]], ""3768571706"": [[2, 1], [10, 1]], ""4196921889"": [[9, 2]], ""4203102758"": [[8, 2]], ""4203103696"": [[6, 2], [7, 2]]}",Floral,Spices,Minty,Fresh,Sweet,Fruity,Nature,Balsamic,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCO,999-10-0,4P///wAEAAARAAAAAAIAchkDqh5soKCoGAAKGvUAAAw=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [4, 0]], ""3"": [[8, 0]], ""193923546"": [[5, 2]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""2602707434"": [[7, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3205496825"": [[8, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532901"": [[7, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]], ""4203102753"": [[6, 2]]}",Caramel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCSC,22014-48-8,4P///wAEAAAQAAAAAAJ0FQCpACqqjAiWoKgaChr1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0]], ""2"": [[2, 0], [4, 0], [8, 0]], ""193923546"": [[5, 2]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1923205486"": [[8, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496003"": [[9, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1], [7, 1]], ""3768571706"": [[2, 1], [8, 1]], ""4196921889"": [[7, 2]], ""4203102758"": [[6, 2]]}",Fruity,Sulp,Septic,Cabbage,Marshy,Non-citrus fruity,Sulphur,Chemical,Sickening,Nature,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCSC(C)=O,104228-51-5,4P///wAEAAAPAAAAAAJ0GQOqjAiWoKgaChoVAG4O,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0], [8, 0], [11, 0]], ""193923546"": [[5, 2]], ""614173298"": [[3, 1], [9, 1]], ""1051266860"": [[2, 2], [8, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [10, 1]], ""3205496824"": [[4, 1], [11, 1]], ""3515543488"": [[9, 2]], ""3766532888"": [[5, 1], [6, 1]], ""3766532902"": [[1, 1], [7, 1]], ""3768571706"": [[2, 1], [8, 1]], ""4196921889"": [[7, 2]], ""4203102758"": [[6, 2]]}",Food,Sulp,Septic,Cabbage,Marshy,Non-vegetarian,Sulphur,Chemical,Sickening,Nature,Hydrocar,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCc1ccccc1,10031-93-3,4P///wAEAAAVAAAAAAICcEECak5OCnJOMjagqBYCChqZACwO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [4, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""193923546"": [[5, 2]], ""272446798"": [[7, 2]], ""594405804"": [[8, 1]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1327368660"": [[8, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766532888"": [[5, 1], [6, 1]], ""3766532900"": [[7, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]], ""4203102780"": [[6, 2]]}",Nature,Sweet,Fruity,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCS,5466-06--8,4P///wAEAAAQAAAAAAIAcrUCMModAKCoGAAKGvUAAAw=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""3"": [[7, 0]], ""193923435"": [[5, 2]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""2602707434"": [[6, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3205496825"": [[7, 1]], ""3766532888"": [[5, 1]], ""3766532901"": [[6, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Food,Fresh,People & animals,Fruity,Sulp,Sweet,Septic,Cabbage,Marshy,Non-vegetarian,Sulphur,Chemical,Sickening,Nature,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCSC,13327-56-5,4P///wAEAAAPAAAAAAJ0FQChAAIqcQCgoKgaChr1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [7, 0]], ""193923436"": [[5, 2]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1923205486"": [[7, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496003"": [[8, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [6, 1]], ""3768571706"": [[2, 1], [7, 1]], ""4196921889"": [[6, 2]]}",Sweet,Dairy,Fruity,Sulp,Caramel,Septic,Metallic,Marshy,Non-citrus fruity,Sulphur,Cabbage,Chemical,Sickening,Nature,Nose Feel,Hydrocar,Vegetables,Fragrant,,,,,,,,,,,,,,,,,,
CCOC(=O)CCSCc1ccco1,94278-27-0,4P///wAEAAAbAAAAAAICAmwwRBKhAS5qzFhGHi5QKH4aChrKLFIqAA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [7, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0]], ""6"": [[13, 0]], ""193923436"": [[5, 2]], ""594405818"": [[9, 1]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1090819158"": [[7, 2]], ""1230564256"": [[11, 2]], ""1251070542"": [[12, 2]], ""1309816536"": [[9, 2]], ""1780635575"": [[8, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3514530458"": [[13, 2]], ""3532241538"": [[10, 2]], ""3764335747"": [[13, 1]], ""3764344801"": [[10, 1], [11, 1]], ""3764344823"": [[12, 1]], ""3766523001"": [[8, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [6, 1]], ""3768571706"": [[2, 1], [7, 1]], ""4196921889"": [[6, 2]]}",Food,Sulp,Nutty,Septic,Restaurant,Marshy,Cabbage,Non-vegetarian,Sulphur,Chemical,Sickening,Bakery,Nature,Hydrocar,Vegetables,Alliaceous,People & animals,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCc1ccccc1,2021-28-5,4P///wAEAAAUAAAAAAICcEECLjpOTn6CNqCoFgIKGpkALA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""193923430"": [[5, 2]], ""272446798"": [[6, 2]], ""594405804"": [[7, 1]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[9, 2], [10, 2], [11, 2]], ""1327368660"": [[7, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3532240404"": [[8, 2], [12, 2]], ""3764344801"": [[8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766532888"": [[5, 1]], ""3766532900"": [[6, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Floral,Sweet,Vegetation,Fruity,Caramel,Beverage,Chemical,Nature,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
