standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27
CC1SC(C)N2CCCC2S1,116505-60-3,4P///wAEAAASAAAAAAIeGjglAHzM0QAAHgTo2DoGJPBy,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[2, 0], [10, 0]], ""18"": [[5, 0]], ""26246509"": [[6, 2]], ""193871904"": [[8, 2]], ""385896647"": [[3, 2]], ""606136866"": [[5, 1]], ""614173219"": [[3, 1], [9, 1]], ""614173235"": [[1, 1]], ""1924492109"": [[2, 2], [10, 2]], ""2160307462"": [[9, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1], [4, 1]], ""3677023915"": [[5, 2]], ""3766532888"": [[7, 1], [8, 1]], ""3766532918"": [[6, 1]], ""3768571706"": [[2, 1], [10, 1]], ""4203102774"": [[7, 2]]}",Meaty,Cooked,Roasted,,,,,,,,,,,,,,,,,,,,,,,,
CC1SC(C)SC(C)S1,23769-39-3,4P///wAEAAAHAAAAAAJ01QUZAjzYcg==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [5, 0], [8, 0]], ""614173235"": [[3, 1], [6, 1], [1, 1]], ""1924493145"": [[5, 2], [2, 2], [8, 2]], ""3036660678"": [[3, 2], [1, 2], [6, 2]], ""3205495869"": [[0, 1], [4, 1], [7, 1]], ""3768571706"": [[2, 1], [5, 1], [8, 1]]}",Onion,Green,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,
CC1SCCC1=O,13679-85-1,4P///wAEAAAOAAAAAAIuRE4YuQTQAnicGib1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0]], ""2"": [[2, 0], [6, 0]], ""193987698"": [[4, 2]], ""614176394"": [[1, 1]], ""614176457"": [[5, 1]], ""1053841434"": [[2, 2]], ""1512080012"": [[5, 2]], ""2923509861"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[6, 1]], ""3766532888"": [[4, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1]], ""4196921889"": [[3, 2]]}",Earthy,Balsamic,Cabbage,Sulphurous,Onion,Buttery,Moldy,Berry,Fruity,Musty,,,,,,,,,,,,,,,,,
CC1SCCS1,5616-51-3,4P///wAEAAAJAAAAAAJ01QV8aPwmLQBy,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0]], ""2"": [[2, 0], [5, 0]], ""614173235"": [[1, 1]], ""1051287154"": [[2, 2], [5, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766532902"": [[3, 1], [4, 1]], ""3768571706"": [[2, 1], [5, 1]], ""4196918951"": [[3, 2], [4, 2]]}",Sulphurous,Smokey,Savory,Vegetable,Alliaceous,,,,,,,,,,,,,,,,,,,,,,
CC1SCCSS1,43040-01-3,4P///wAEAAANAAAAAAJ01QV8aPwMGCIsGqR2,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0]], ""2"": [[2, 0], [5, 0], [6, 0]], ""614173235"": [[1, 1]], ""1027566435"": [[6, 2]], ""1051287154"": [[2, 2]], ""1092929393"": [[5, 2]], ""3036663628"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766532902"": [[3, 1], [4, 1]], ""3768571706"": [[2, 1]], ""3768571844"": [[5, 1], [6, 1]], ""4196918951"": [[3, 2]], ""4196920109"": [[4, 2]]}",Meaty,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1SCSS1,51647-38-2,4P///wAEAAAMAAAAAAI0PoKdAFCJARkCIizAdg==,"{""0"": [[0, 0], [1, 0], [3, 0]], ""2"": [[2, 0], [4, 0], [5, 0]], ""614173235"": [[1, 1]], ""1027566435"": [[5, 2]], ""1051223069"": [[2, 2]], ""1095986512"": [[4, 2]], ""3036663628"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766523007"": [[3, 1]], ""3768571706"": [[2, 1]], ""3768571844"": [[4, 1], [5, 1]], ""4102533415"": [[3, 2]]}",Cooked,Onion,Alliaceous,Roasted,Food,,,,,,,,,,,,,,,,,,,,,,
CC1SSC(C)S1,23654-92-4,4P///wAEAAAJAAAAAAJ01QUZAiIYEsB2,"{""0"": [[0, 0], [1, 0], [4, 0], [5, 0]], ""2"": [[2, 0], [3, 0], [6, 0]], ""614173235"": [[4, 1], [1, 1]], ""1027566435"": [[3, 2], [2, 2]], ""1924493145"": [[6, 2]], ""3036663628"": [[1, 2], [4, 2]], ""3205495869"": [[0, 1], [5, 1]], ""3768571706"": [[6, 1]], ""3768571844"": [[2, 1], [3, 1]]}",Cooked,Sulphurous,Onion,Beefy,Chicken,Meaty,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)O,80-59-1/565-63-9,4P///wAEAAANAAAAAAAAKg44fQKKLsCtAaCIwg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0]], ""1"": [[6, 0]], ""2"": [[5, 0]], ""32"": [[4, 0]], ""605976925"": [[4, 1]], ""614198715"": [[2, 1]], ""3205495832"": [[5, 1]], ""3205495869"": [[0, 1], [3, 1]], ""3205496734"": [[6, 1]], ""3266665891"": [[4, 2]], ""3742592776"": [[1, 2]], ""3766532953"": [[1, 1]], ""4064649756"": [[2, 2]]}",Woody,Balsamic,Sweet,Caramel,Spices,Pungent,Ripe,Acid,Brown,Dry,Fruity,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OC,6622-76-0,4P///wAEAAANAAAAAAJ0FQBG3Hz0wqDsPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1]], ""3205496003"": [[7, 1]], ""3205496824"": [[5, 1]], ""3677801877"": [[6, 2]], ""3742598672"": [[1, 2]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Ether,Rummy,,,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OC(C)C,1733-25-1,4P///wAEAAAOAAAAAAJMJqUA3OUAwi5w7CoQeQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176394"": [[7, 1]], ""614176451"": [[2, 1]], ""1924488016"": [[6, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [8, 1], [9, 1]], ""3205496824"": [[5, 1]], ""3366537257"": [[7, 2]], ""3742598672"": [[1, 2]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Sweet,Minty,Spices,Cool,Vegetable,Green,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OC(CC)CCCCC,94133-92-3,4P///wAEAAATAAAAAAJ0pQAosvJ+FKwucKgYKCoQ+kAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""2"": [[5, 0], [6, 0]], ""193991932"": [[10, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176394"": [[7, 1]], ""614176451"": [[2, 1]], ""671173413"": [[8, 2]], ""1924488016"": [[6, 2]], ""2301447127"": [[7, 2]], ""2602795547"": [[13, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [9, 1], [14, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4203103696"": [[11, 2], [12, 2]]}",Pepper,Spices,Dried Fruit,,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC,5837-78-5,4P///wAEAAAOAAAAAAJ0pQDcWi0AwqDECho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2558574980"": [[7, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [8, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Raspberry,Sweet,Caramel,Tutty-Fruity,Berry,Fruity,Tropical,Floral,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC(C)C,61692-84-0/7779-81-9,4P///wAEAAAQAAAAAAJ0pQDcAt0AwiIMbsQKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[5, 0], [6, 0]], ""174871896"": [[7, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176388"": [[8, 1]], ""614176451"": [[2, 1]], ""894540427"": [[8, 2]], ""1051266860"": [[6, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [9, 1], [10, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Woody,Sweet,Caraway,Spices,Pungent,Camomile,Cool,Herbal,Celery,Green,Weed,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC(C)CC,61692-77-1,4P///wAEAAASAAAAAAJ0pQDcAo7eNooifKgaCho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[5, 0], [6, 0]], ""174871896"": [[7, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176388"": [[8, 1]], ""614176451"": [[2, 1]], ""671173024"": [[10, 2]], ""1051266860"": [[6, 2]], ""2110140972"": [[8, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [9, 1], [11, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[10, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC=C(C)C,83783-86-2,4P///wAEAAAQAAAAAAJ0pQDciQAswgSaKJoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1], [9, 1]], ""1051266860"": [[6, 2]], ""2795076312"": [[8, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1], [11, 1]], ""3205496824"": [[5, 1]], ""3210382965"": [[9, 2]], ""3742598672"": [[1, 2]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [8, 1]], ""3768571706"": [[6, 1]], ""4196735481"": [[7, 2]]}",Jasmine,Ylang,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,8000-46-2,4P///wAEAAAVAAAAAAJ0pQCGVBwEQQAswgSaKH4aCho8eMIO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[5, 0], [6, 0]], ""193987944"": [[11, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1], [9, 1], [14, 1]], ""1051266860"": [[6, 2]], ""2059618198"": [[9, 2]], ""2794852651"": [[13, 2]], ""2795076312"": [[8, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1], [15, 1], [16, 1]], ""3205496824"": [[5, 1]], ""3210382965"": [[14, 2]], ""3742598672"": [[1, 2]], ""3766532888"": [[11, 1], [12, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [8, 1], [13, 1]], ""3768571706"": [[6, 1]], ""4196735481"": [[7, 2]], ""4203102565"": [[12, 2]]}",Sweet,Herbal,Fruity,Geranium,Floral,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCC=Cc1ccccc1,61792-12-9,4P///wAEAAAWAAAAAAICcAyJANxWUpgsBoI2oGxWCho8HQAsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[5, 0], [6, 0]], ""4"": [[10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""319443175"": [[4, 2]], ""594405804"": [[10, 1]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""1230563926"": [[12, 2], [13, 2], [14, 2]], ""1788393210"": [[9, 2]], ""1912436098"": [[10, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1]], ""3205496824"": [[5, 1]], ""3532240404"": [[11, 2], [15, 2]], ""3742598672"": [[1, 2]], ""3764344801"": [[11, 1], [12, 1], [13, 1], [14, 1], [15, 1]], ""3766522948"": [[9, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [8, 1]], ""3768571706"": [[6, 1]], ""4196735481"": [[7, 2]], ""4203510617"": [[8, 2]]}",Woody,Cinnamyl,Green,Herbal,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC,53082-57-8/61692-83-9,4P///wAEAAAQAAAAAAJ0pQDc5QAgoCxyqBoKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2602795657"": [[8, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [9, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]]}",Winey,Rose,Seedy,Fruity,Apple,Green,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC(C)C,41519-18-0/10482-55-0,4P///wAEAAASAAAAAAJ0pQDc5QAgoCJ8CpYEGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[5, 0], [6, 0]], ""193989321"": [[8, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176388"": [[9, 1]], ""614176451"": [[2, 1]], ""894540565"": [[9, 2]], ""1051266860"": [[6, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1], [11, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]]}",Winey,Angelica,Fresh,Camomile,Herbal,Fruity,Floral,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC(C)CC,53082-58-9,4P///wAEAAATAAAAAAJ0pQDcknpiIKAifAqcGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[5, 0], [6, 0]], ""193989321"": [[8, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176388"": [[9, 1]], ""614176451"": [[2, 1]], ""671173024"": [[11, 2]], ""1051266860"": [[6, 2]], ""2110141918"": [[9, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1], [12, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [11, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]]}",Woody,Camomile,Seedy,Celery,Floral,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,255714-11-5/24717-85-9,4P///wAEAAAWAAAAAAJ0pQCGVBwqxGIgoAQcfAqcGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[5, 0], [6, 0]], ""193989321"": [[8, 2]], ""193992059"": [[11, 2]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176388"": [[9, 1]], ""614176451"": [[2, 1], [14, 1]], ""1051266860"": [[6, 2]], ""2110141918"": [[9, 2]], ""2794852651"": [[13, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1], [15, 1], [16, 1]], ""3205496824"": [[5, 1]], ""3210382965"": [[14, 2]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [11, 1], [12, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [13, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]], ""4203102565"": [[12, 2]]}",Rose,Tea,Fruity,Leafy,Geranium,Floral,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCC=CCC,84060-80-0/67883-79-8,4P///wAEAAASAAAAAAJ0pQBagOUAIFgyEqCoGgoaPHkADg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2602796622"": [[11, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [12, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [11, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1], [9, 1], [10, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]], ""4203100776"": [[8, 2]], ""4203358485"": [[9, 2], [10, 2]]}",Earthy,Radish,Cortex,Banana,Mushroom,Vegetable,Herbal,Fruity,Musty,Pear,Apple,Pepper,Green,Floral,,,,,,,,,,,,,
CC=C(C)C(=O)OCCCC,7785-64-0/7785-66-2,4P///wAEAAARAAAAAAJ0pQDc5QAUCgiWoKgaCho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2602795547"": [[9, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [10, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [9, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]], ""4203102758"": [[8, 2]]}",Winey,Sweet,Caramel,Rose,Spices,Camomile,Warm,Herbal,Fruity,Floral,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCCCC,7785-63-9,4P///wAEAAASAAAAAAJ0pQDc8n4UCgiWoKgaCho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2602795547"": [[10, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [11, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [9, 1], [10, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]], ""4203102758"": [[8, 2]], ""4203103696"": [[9, 2]]}",Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCCCCC,65652-33-7/16930-96-4,4P///wAEAAASAAAAAAJ0pQDc8n4UCgiWoKgaCho8eQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[5, 0], [6, 0]], ""319443175"": [[4, 2]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""2602795547"": [[11, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [12, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532888"": [[8, 1], [9, 1], [10, 1], [11, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196921889"": [[7, 2]], ""4203102758"": [[8, 2]], ""4203103696"": [[9, 2], [10, 2]]}",Fresh,Gardenia,Jasmine,Natural,Herbal,Fruity,Oily,Green,Floral,,,,,,,,,,,,,,,,,,
CC=C(C)C(=O)OCCc1ccccc1,61692-79-3/55719-85-2,4P///wAEAAAWAAAAAAICcKUAcGqqTnYGgjagKJYCCho8HQAsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0], [8, 0]], ""2"": [[5, 0], [6, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""272448216"": [[8, 2]], ""319443175"": [[4, 2]], ""594405804"": [[9, 1]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051266860"": [[6, 2]], ""1230563926"": [[11, 2], [12, 2], [13, 2]], ""1327368660"": [[9, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1]], ""3205496824"": [[5, 1]], ""3532240404"": [[10, 2], [14, 2]], ""3742598672"": [[1, 2]], ""3764344801"": [[10, 1], [11, 1], [12, 1], [13, 1], [14, 1]], ""3766532900"": [[8, 1]], ""3766532902"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]], ""4196918560"": [[7, 2]]}",Woody,Sweet,Raspberry,Rose,Natural,Orris,Dry,Herbal,Strawberry,Leafy,Oily,Green,Floral,,,,,,,,,,,,,,
CC=C(C)C(=O)OCc1ccccc1,67674-41-3/37526-88-8,4P///wAEAAAUAAAAAAICODZ22qQQJKrGBoI2oOw8HQAsDg==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [7, 0]], ""2"": [[5, 0], [6, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""319443175"": [[4, 2]], ""594405804"": [[8, 1]], ""614173298"": [[4, 1]], ""614176451"": [[2, 1]], ""1051219267"": [[6, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1780633914"": [[7, 2]], ""1910602785"": [[8, 2]], ""2937972054"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1]], ""3205496824"": [[5, 1]], ""3532240404"": [[9, 2], [13, 2]], ""3742598672"": [[1, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766523001"": [[7, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[6, 1]]}",Almond,Balsamic,Earthy,Sweet,Mushroom,Rose,Cherry,Musty,Green,,,,,,,,,,,,,,,,,,
CC=C(C)C(C)=O,10340-23-5/565-62-8,4P///wAEAAAKAAAAAAJ0qQJU+MkACj0AeQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0]], ""2"": [[6, 0]], ""614176451"": [[2, 1]], ""614176457"": [[4, 1]], ""2373021075"": [[4, 2]], ""2907709800"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [5, 1]], ""3205496824"": [[6, 1]], ""3742598672"": [[1, 2]], ""3766532953"": [[1, 1]]}",Fresh,Mushroom,Sweaty,Tropical,Waxy,Green,Melon,,,,,,,,,,,,,,,,,,,,
CC=C(C)C1CCC(C)(C)O1,7416-35-5,4P///wAEAAAQAAAAAAJ0jIhkAJKFAEzycHA2QjyZAA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[10, 0]], ""193991932"": [[5, 2]], ""215384196"": [[7, 2]], ""614176394"": [[4, 1]], ""614176451"": [[2, 1]], ""1062834503"": [[4, 2]], ""2407446268"": [[6, 2]], ""2908092669"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1], [8, 1], [9, 1]], ""3208849897"": [[7, 1]], ""3683821769"": [[10, 2]], ""3742598672"": [[1, 2]], ""3766532888"": [[5, 1], [6, 1]], ""3766532953"": [[1, 1]], ""3768571706"": [[10, 1]]}",Woody,Sweet,Fresh,Minty,Spices,Cool,Citrus,Herbal,Camphor,Celery,Green,,,,,,,,,,,,,,,,
CC=C(C)C=CC=C(C)C,3016-19-1,4P///wAEAAAKAAAAAHjUCQIipMiaVQAeWQA=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""195724137"": [[4, 2]], ""614176451"": [[2, 1], [7, 1]], ""2059826344"": [[2, 2]], ""2794908075"": [[6, 2]], ""3205495869"": [[0, 1], [3, 1], [8, 1], [9, 1]], ""3210382965"": [[7, 2]], ""3742598672"": [[1, 2]], ""3766532953"": [[1, 1], [4, 1], [5, 1], [6, 1]], ""4203545021"": [[5, 2]]}",Sweet,Fresh,"Grassy (Fresh, Sweet)",Nutty,Terpenic,Herbal,Tropical,Grassy,Pepper,Floral,,,,,,,,,,,,,,,,,
CC=C(C)C=O,1115-11-3/497-03-0,4P///wAEAAAKAAAAAAJUHkkFRjkAVQAaQQAO,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0]], ""2"": [[5, 0]], ""614176451"": [[2, 1]], ""672818221"": [[4, 2]], ""2059823668"": [[2, 2]], ""3205495869"": [[0, 1], [3, 1]], ""3205496824"": [[5, 1]], ""3742598672"": [[1, 2]], ""3766532953"": [[1, 1]], ""3766532967"": [[4, 1]]}",Pungent,Ether,Fruity,Anisic,Nutty,Green,,,,,,,,,,,,,,,,,,,,,
